FID,SOLMUTUNNU,LYHYTTUNNU,SOLMUTYYPP,X,Y,PROJ_X,PROJ_Y,NIMI1,NAMN1,NIMI2,NAMN2,REI_VOIM,AIK_VOIM,VERKKO,PYSAKKITYY
10760,6170281,Ki1781,P,2523316,6685347,2523316,6685346,Kaskiniityntie 11,Svedjeängsvägen 11,Kaskiniityntie,Svedjeängsvägen,0,0,0,08
10761,6200201,Ki2001,P,2516968,6666971,2516969,6666971,Kela,Käla,Itäinen Kuninkaantie,Östra Kungsvägen,0,0,1,08
10762,6200202,Ki2002,P,2516788,6665405,2516789,6665405,Pikkalan kartano,Pickala gård,Itäinen Kuninkaantie,Östra Kungsvägen,0,0,1,04
10763,6200203,Ki2003,P,2516881,6666971,2516881,6666971,Kela,Käla,Itäinen Kuninkaantie,Östra Kungsvägen,0,0,1,04
10764,6300006,So3006,P,2502907,6674050,2502907,6674051,Bocksintie,Bocksvägen,Lappersintie,Lappersvägen,1,1,1,04
10765,6300007,So3007,P,2502784,6674153,2502779,6674148,Bocksintie,Bocksvägen,Lappersintie,Lappersvägen,1,1,1,04
10766,6300008,So3008,P,2506766,6673612,2506766,6673613,Flytintie,Flytvägen,Lappersintie,Lappersvägen,1,1,1,04
10767,6300009,So3009,P,2506840,6673587,2506840,6673588,Flytintie,Flytvägen,Lappersintie,Lappersvägen,1,1,1,02
10768,6300010,So3010,P,2505366,6673664,2505367,6673665,Hollstens,Hollstens,Lappersintie,Lappersvägen,1,1,1,04
10769,6300011,So3011,P,2505231,6673826,2505231,6673826,Hollstens,Hollstens,Hollstens,Hollstens,1,1,1,04
10770,6300012,So3012,P,2501925,6674592,2501924,6674596,Kokkila th,Kockiss,Lappersintie,Lappersvägen,1,1,1,04
10771,6300013,So3013,P,2501816,6674566,2501816,6674566,Kokkila th,Kockiss,Lappersintie,Lappersvägen,1,1,1,04
10772,6300014,So3014,P,2506241,6673602,2506241,6673602,Lappers,Lappers,Lappersintie,Lappersvägen,1,1,1,04
10773,6300015,So3015,P,2506152,6673588,2506152,6673588,Lappers,Lappers,Lappersintie,Lappersvägen,1,1,1,04
10774,6300016,So3016,P,2504447,6673887,2504447,6673886,Lillkråkas,Lillkråkas,Lappersintie,Lappersvägen,1,1,1,04
10775,6300017,So3017,P,2504518,6673926,2504518,6673925,Lillkråkas,Lillkråkas,Lappersintie,Lappersvägen,1,1,1,04
10776,6300018,So3018,P,2503670,6673824,2503670,6673824,Myransintie,Myransvägen,Lappersintie,Lappersvägen,1,1,1,04
10777,6300019,So3019,P,2503573,6673827,2503573,6673827,Myransintie,Myransvägen,Lappersintie,Lappersvägen,1,1,1,04
10778,6300020,So3020,P,2501180,6674385,2501180,6674385,Nysvidja,Nysvidja,Lappersintie,Lappersvägen,1,1,1,04
10779,6300021,So3021,P,2505833,6673524,2505833,6673524,Riihisuontie,Rikärrsvägen,Riihisuontie,Rikärrsvägen,1,1,1,04
10780,6300022,So3022,P,2505780,6673517,2505780,6673517,Riihisuontie,Rikärssvägen,Lappersintie,Lappersvägen,1,1,1,02
10781,6300023,So3023,P,2507868,6673726,2507868,6673725,Solbacka,Solbacka,Lappersintie,Lappersvägen,1,1,1,04
10782,6300024,So3024,P,2508001,6673767,2508001,6673767,Solbacka,Solbacka,Lappersintie,Lappersvägen,1,1,1,04
10783,6300025,So3025,P,2507302,6673489,2507302,6673489,Storpotten,Storpotten,Lappersintie,Lappersvägen,1,1,1,04
10784,6300026,So3026,P,2507191,6673522,2507191,6673522,Storpotten,Storpotten,Lappersintie,Lappersvägen,1,1,1,04
10785,6300027,So3027,P,2502443,6674428,2502444,6674429,Storäng,Storäng,Lappersintie,Lappersvägen,1,1,1,04
10786,6300028,So3028,P,2502482,6674396,2502482,6674396,Storäng,Storäng,Lappersintie,Lappersvägen,1,1,1,04
10787,6300045,So3149,P,2502786,6674112,2502788,6674109,Bocksintie,Bocksvägen,Bocksintie,Bocksvägen,1,1,1,99
10788,6300047,So3162,P,2501977,6673049,2501938,6673073,Pölansintie,Pölansvägen,Bocksintie,Bocksvägen,1,1,1,08
10789,6300048,So3163,P,2501950,6673084,2501950,6673085,Pölansintie,Pölansvägen, , ,0,0,1,08
10790,6300050,So3164,P,2505065,6678274,2505081,6678268,Dansbackantie,Dansbackavägen,Lappersintie,Lappersvägen,1,1,1,99
10791,6300201,So3001,P,2516398,6663236,2516384,6663256,Sienitie,Svampvägen,Störsvikintie,Störsviksvägen,0,0,1,04
10792,6300202,So3002,P,2512710,6669675,2512716,6669677,Siuntio matkahuolto,Sjundeå matkahuolto,Åke Tottin tie,Åke Totts väg,0,0,1,04
10793,6300204,So3004,P,2511923,6673157,2511923,6673157,Siuntion kylpylä,Sjundeå bad,Lepopirtintie,Lepopirttivägen,0,0,1,04
10794,6301000,So3029,P,2513542,6674848,2513543,6674847,Backa,Backa,Evitskogintie,Evitskogvägen,1,1,1,04
10795,6301001,So3030,P,2513452,6674753,2513454,6674751,Backa,Backa,Evitskogintie,Evitskogvägen,1,1,1,04
10796,6301002,So3031,P,2514145,6675895,2514145,6675894,Nyby,Nyby,Evitskogintie,Evitskogvägen,1,1,1,04
10797,6301003,So3032,P,2514257,6675956,2514257,6675956,Nyby,Nyby,Evitskogintie,Evitskogvägen,1,1,1,04
10798,6301004,So3033,P,2509830,6678365,2509831,6678366,Gröndal,Gröndal,Suitiantie,Svidjavägen,1,1,1,04
10799,6301005,So3034,P,2509896,6678144,2509897,6678144,Gröndal,Gröndal,Suitiantie,Svidjavägen,1,1,1,04
10800,6301006,So3035,P,2510159,6677548,2510160,6677548,Högbacka,Högbacka,Suitiantie,Svidjavägen,1,1,1,04
10801,6301007,So3036,P,2510139,6677588,2510140,6677588,Högbacka,Högbacka,Suitiantie,Svidjavägen,1,1,1,04
10802,6301008,So3037,P,2509355,6679904,2509356,6679905,Immulantie,Immulavägen,Suitiantie,Svidjavägen,1,1,1,04
10803,6301009,So3038,P,2509380,6679800,2509381,6679800,Immulantie,Immulavägen,Suitiantie,Svidjavägen,1,1,1,04
10804,6301010,So3039,P,2511845,6673570,2511845,6673570,Kalans,Kalans,Evitskogintie,Evitskogvägen,1,1,1,04
10805,6301011,So3040,P,2511661,6673479,2511661,6673479,Kalans,Kalans,Evitskogintie,Evitskogvägen,1,1,1,04
10806,6301012,So3041,P,2511664,6673582,2511665,6673583,Kalans,Kalans,Suitiantie,Svidjavägen,1,1,1,02
10807,6301013,So3042,P,2509659,6679003,2509660,6679003,Kilbacka,Kilbacka,Suitiantie,Svidjavägen,1,1,1,04
10808,6301014,So3043,P,2509698,6678942,2509699,6678943,Kilbacka,Kilbacka,Göstiksentie,Göstisvägen,1,1,1,02
10809,6301015,So3044,P,2513834,6675303,2513834,6675303,Käpytikantie,Hackspettsvägen,Evitskogintie,Evitskogvägen,1,1,1,04
10810,6301016,So3045,P,2513771,6675194,2513774,6675192,Käpytikantie,Hackspettsvägen,Evitskogintie,Evitskogvägen,1,1,1,04
10811,6301017,So3046,P,2510358,6673078,2510359,6673078,Lappersintien rist.,Lappersvägens korsn.,Nimismiehenmäki,Länsmansbacken,1,1,1,04
10812,6301018,So3047,P,2511769,6672984,2511769,6672983,Siuntion kylpylä,Sjundeå bad,Lepopirtintie,Lepopirttivägen,0,0,0,01
10813,6301019,So3048,P,2511356,6675547,2511357,6675547,Niemenkyläntie,Näsbyvägen,Suitiantie,Svidjavägen,1,1,1,04
10814,6301020,So3049,P,2511414,6675426,2511415,6675426,Niemenkyläntie,Näsbyvägen,Suitiantie,Svidjavägen,1,1,1,02
10815,6301021,So3050,P,2510202,6673142,2510202,6673143,Nimismiehenmäki,Länsmansbacken,Lappersintie,Lappersvägen,1,1,1,04
10816,6301022,So3051,P,2510387,6673116,2510387,6673116,Nimismiehenmäki,Länsmansbacken,Lappersintie,Lappersvägen,1,1,1,04
10817,6301023,So3052,P,2511133,6672628,2511127,6672627,Nimismiehenmäki,Länsmansbacken,Siuntiontie,Sjundeåvägen,1,1,1,04
10818,6301024,So3053,P,2511173,6672497,2511177,6672500,Nimismiehenmäki,Länsmansbacken,Siuntiontie,Sjundeåvägen,1,1,1,04
10819,6301025,So3054,P,2512668,6674111,2512668,6674110,Norrbacka,Norrbacka,Evitskogintie,Evitskogvägen,1,1,1,04
10820,6301026,So3055,P,2512598,6674095,2512597,6674101,Norrbacka,Norrbacka,Evitskogintie,Evitskogvägen,1,1,1,04
10821,6301027,So3056,P,2511227,6673029,2511234,6673025,Päivärinne,Päivärinne,Siuntiontie,Sjundeåvägen,1,1,1,02
10822,6301028,So3057,P,2510687,6676269,2510688,6676270,Suitiannummentie,Svidjamalmsvägen,Suitiannummentie,Svidjamalmsvägen,1,1,1,04
10823,6301029,So3058,P,2510735,6676214,2510736,6676215,Suitiannummentie,Svidjamalmsvägen,Suitiantie,Svidjavägen,1,1,1,04
10824,6301030,So3059,P,2511423,6674206,2511424,6674206,Siuntio kk,Sjundeå,Suitiantie,Svidjavägen,1,1,1,04
10825,6301031,So3060,P,2511434,6674072,2511435,6674072,Siuntio kk,Sjundeå,Suitiantie,Svidjavägen,1,1,1,02
10826,6301032,So3061,P,2511912,6673146,2511919,6673144,Siuntion kylpylä,Sjundeå bad,Lepopirtintie,Lepopirttivägen,1,1,1,04
10827,6301033,So3062,P,2511340,6673322,2511340,6673321,Tyyskyläntie,Tjusterbyvägen,Evitskogintie,Evitskogvägen,1,1,1,04
10828,6301034,So3063,P,2511238,6673269,2511238,6673269,Tyyskyläntie,Tjusterbyvägen,Lappersintie,Lappersvägen,0,0,0,04
10829,6301035,So3064,P,2511053,6672591,2511053,6672592,Siuntiontien risteys,Sjundeåvägen korsn.,Nimismiehenmäki,Länsmansbacken,1,1,1,04
10830,6301036,So3065,P,2511076,6675863,2511077,6675864,Sivula,Sivula,Suitiantie,Svidjavägen,1,1,1,04
10831,6301037,So3066,P,2511160,6675777,2511161,6675778,Sivula,Sivula,Suitiantie,Svidjavägen,1,1,1,04
10832,6301038,So3067,P,2509202,6673398,2509203,6673398,Solgård,Solgård,Solgårdintie,Solgårdsvägen,1,1,1,04
10833,6301039,So3068,P,2509249,6673308,2509249,6673309,Solgård,Solgård,Lappersintie,Lappersvägen,1,1,1,04
10834,6301040,So3069,P,2511485,6675519,2511485,6675519,Suitia,Svidja,Niemenkyläntie,Näsbyvägen,1,1,1,04
10835,6301041,So3070,P,2509430,6679913,2509431,6679913,Suitiantie,Svidjavägen,Immulantie,Immulavägen,0,0,1,04
10836,6301042,So3071,P,2510008,6673147,2510008,6673148,Svartbäck,Svartbäck,Lappersintie,Lappersvägen,1,1,1,04
10837,6301043,So3072,P,2509867,6673204,2509867,6673204,Svartbäck,Svartbäck,Lappersintie,Lappersvägen,1,1,1,02
10838,6301044,So3073,P,2510580,6676889,2510581,6676889,Tallbacka,Tallbacka,Suitiantie,Svidjavägen,1,1,1,04
10839,6301045,So3074,P,2510592,6676781,2510593,6676781,Tallbacka,Tallbacka,Suitiantie,Svidjavägen,1,1,1,04
10840,6301046,So3075,P,2513187,6674331,2513189,6674330,Träskkulla th,Träskkullas,Evitskogintie,Evitskogvägen,1,1,1,04
10841,6301047,So3076,P,2513111,6674184,2513108,6674186,Träskkulla th,Träskkullas,Evitskogintie,Evitskogvägen,1,1,1,04
10842,6301048,So3077,P,2508957,6680566,2508958,6680567,Uusikylä,Nyby,Suitiantie,Svidjavägen,1,1,1,04
10843,6301049,So3078,P,2508879,6680654,2508880,6680655,Uusikylä,Nyby,Suitiantie,Svidjavägen,1,1,1,04
10844,6301050,So3079,P,2510963,6673134,2510963,6673133,Västerby,Västerby,Lappersintie,Lappersvägen,1,1,1,04
10845,6301051,So3080,P,2510799,6673080,2510799,6673080,Västerby,Västerby,Lappersintie,Lappersvägen,1,1,1,04
10846,6301052,So3081,P,2511304,6673212,2511305,6673212,Västerby,Västerby,Siuntiontie,Sjundeåvägen,1,1,1,04
10847,6301053,So3137,P,2506121,6671534,2506122,6671535,Flyt,Flyt, , ,0,0,1,99
10848,6301054,So3138,P,2506035,6671416,2506162,6671498,Flyt,Flyt, , ,1,1,1,99
10849,6301055,So3139,P,2516099,6684980,2516099,6684980,Kopulantie,Kopulavägen, , ,0,0,1,99
10850,6301056,So3140,P,2514295,6680292,2514295,6680293,Lieviöntie,Skräddarskogsvägen,Niemenkyläntie,Näsbyvägen,1,1,1,99
10851,6301057,So3141,P,2514207,6680335,2514208,6680336,Lieviöntie,Skräddarskogsvägen,Niemenkyläntie,Näsbyvägen,1,1,1,99
10852,6301058,So3148,P,2509520,6680446,2509518,6680447,Herrdahlintie,Herrdahlsvägen,Immulantie,Immulavägen,1,1,1,99
10853,6301059,So3147,P,2509516,6680484,2509518,6680484,Herrdahlintie,Herrdahlsvägen,Immulantie,Immulavägen,1,1,1,99
10854,6301060,So3150,P,2510557,6681758,2510564,6681763,Väinöläntie,Väinölävägen,Immulantie,Immulavägen,1,1,1,99
10855,6301061,So3151,P,2503307,6671309,2503306,6671304,Hästbölentie,Hästbölevägen,Hästbölentie,Hästbölevägen,0,0,1,99
10856,6301062,So3152,P,2503310,6671300,2503311,6671303,Hästbölentie,Hästbölevägen,Bocksintie,Bocksvägen,1,1,1,99
10857,6301063,So3153,P,2513505,6678558,2513501,6678559,Myllykyläntie,Kvarnbyvägen,Niemenkyläntie,Näsbyvägen,1,1,1,99
10858,6301064,So3154,P,2513497,6678562,2513501,6678561,Myllykyläntie,Kvarnbyvägen,Niemenkyläntie,Näsbyvägen,1,1,1,99
10859,6301065,So3155,P,2516658,6681933,2516660,6681936,Yövilä,Övitsby,Niemenkyläntie,Näsbyvägen,1,1,1,99
10860,6301066,So3156,P,2516665,6681942,2516662,6681935,Yövilä,Övitsby,Niemenkyläntie,Näsbyvägen,1,1,1,99
10861,6301067,So3157,P,2514190,6675972,2514185,6675969,Nyby,Nyby,Annilantie,Andbyvägen,1,1,1,99
10862,6301068,So3165,P,2508889,6670400,2508900,6670385,Göksintie,Göksvägen,Grennäsintie,Grennäsvägen,1,1,1,99
10863,6301069,So3159,P,2516942,6684181,2516941,6684173,Kahvimaantie,Kaffelandsvägen,Kahvimaantie,Kaffelandsvägen,1,1,1,99
10864,6302000,So3082,P,2513099,6668772,2513089,6668774,Billskogintie,Billskogsvägen,Siuntiontie,Sjundeåvägen,1,1,1,04
10865,6302001,So3083,P,2513100,6668578,2513104,6668580,Billskogintie,Billskogsvägen,Siuntiontie,Sjundeåvägen,1,1,1,04
10866,6302002,So3084,P,2512636,6670044,2512643,6670050,Bollstadintie,Bollstadvägen,Siuntiontie,Sjundeåvägen,1,1,1,04
10867,6302003,So3085,P,2512577,6670153,2512573,6670151,Bollstadintie,Bollstadvägen,Asematie,Stationsvägen,1,1,1,04
10868,6302004,So3086,P,2513583,6667168,2513584,6667168,Degerbyntie,Degerbyvägen,Siuntiontie,Sjundeåvägen,1,1,1,04
10869,6302005,So3087,P,2513595,6667316,2513581,6667315,Degerbyntie,Degerbyvägen,Siuntiontie,Sjundeåvägen,1,1,1,04
10870,6302006,So3088,P,2511978,6670909,2511981,6670914,Fallintie,Fallvägen,Siuntiontie,Sjundeåvägen,1,1,1,02
10871,6302007,So3089,P,2511881,6670983,2511878,6670979,Fallintie,Fallvägen,Siuntiontie,Sjundeåvägen,1,1,1,04
10872,6302008,So3090,P,2513473,6667730,2513467,6667728,Nordanvik tiehaara,Nordanviks vägskäl,Framängintie,Framängsvägen,1,1,1,04
10873,6302009,So3091,P,2513485,6667678,2513487,6667679,Nordanvik tiehaara,Nordanviks vägskäl,Framängintie,Framängsvägen,1,1,1,04
10874,6302010,So3092,P,2511669,6671375,2511673,6671375,Pellas,Pellas,Siuntiontie,Sjundeåvägen,1,1,1,04
10875,6302011,So3093,P,2511676,6671469,2511669,6671468,Pellas,Pellas,Siuntiontie,Sjundeåvägen,1,1,1,04
10876,6302012,So3094,P,2512678,6669671,2512681,6669674,Siuntio matkahuolto,Sjundeå matkahuolto,Flemingintie,Flemingsvägen,1,1,1,01
10877,6302013,So3095,P,2512906,6669509,2512895,6669535,Koulutie,Skolvägen,Koulutie,Skolvägen,1,1,1,02
10878,6302014,So3096,P,2512524,6669875,2512526,6669869,Siuntion rautatieas.,Sjundeå järnvägsst.,Ratapihantie,Bangårdsvägen,1,1,1,08
10879,6302015,So3097,P,2513510,6667214,2513511,6667209,Siuntiontie,Sjundeåvägen,Degerbyntie,Degerbyvägen,1,1,1,04
10880,6302016,So3098,P,2512959,6669139,2512960,6669139,Sudenkaari,Vargsvängen,Siuntiontie,Sjundeåvägen,1,1,1,04
10881,6302017,So3099,P,2512903,6669301,2512897,6669299,Sudenkaari,Vargsvängen,Siuntiontie,Sjundeåvägen,1,1,1,02
10882,6302018,So3100,P,2513598,6666754,2513589,6666753,Sunnanvik,Sunnanvik,Siuntiontie,Sjundeåvägen,1,1,1,04
10883,6302019,So3101,P,2513623,6666597,2513624,6666597,Sunnanvik,Sunnanvik,Siuntiontie,Sjundeåvägen,1,1,1,04
10884,6302020,So3102,P,2512497,6670331,2512503,6670334,Säästöpankintie,Sparbanksvägen,Siuntiontie,Sjundeåvägen,1,1,1,04
10885,6302021,So3103,P,2512476,6670398,2512474,6670397,Säästöpankintie,Sparbanksvägen,Siuntiontie,Sjundeåvägen,1,1,1,04
10886,6302022,So3136,P,2512708,6669532,2512700,6669536,Aleksis Kiven koulu,Aleksis Kiven koulu,Puistopolku,Parkstigen,1,1,1,99
10887,6302023,So3145,P,2514883,6669935,2514883,6669939,Sjundby,Sjundby,Niittykyläntie,Engesbyvägen,1,1,1,99
10888,6302024,So3144,P,2514841,6669984,2514835,6669984,Sjundby,Sjundby,Karskogintie,Karskogvägen,1,1,1,99
10889,6303000,So3104,P,2516615,6675098,2516688,6674912,Edelsintie,Edelsvägen,Evitskogintie,Evitskogvägen,0,0,0,02
10890,6303001,So3105,P,2514718,6675671,2514720,6675672,Jyrkännetie,Kleverbergsvägen,Evitskogintie,Evitskogvägen,1,1,1,04
10891,6303002,So3106,P,2514665,6675840,2514666,6675840,Jyrkännetie,Kleverbergsvägen,Evitskogintie,Evitskogvägen,1,1,1,04
10892,6303003,So3107,P,2515223,6675456,2515223,6675456,Mastkärr,Mastkärr,Evitskogintie,Evitskogvägen,1,1,1,04
10893,6303004,So3108,P,2515103,6675440,2515104,6675435,Mastkärr,Mastkärr,Evitskogintie,Evitskogvägen,1,1,1,04
10894,6303005,So3109,P,2516072,6675248,2516074,6675253,Raiviontie,Rödjansvägen,Evitskogintie,Evitskogvägen,1,1,1,04
10895,6303006,So3110,P,2515976,6675305,2515976,6675306,Raiviontie,Rödjansvägen,Evitskogintie,Evitskogvägen,1,1,1,04
10896,6303007,So3143,P,2515918,6673483,2515925,6673481,Karskog,Karskog,Karskogintie,Karskogvägen,1,1,1,99
10897,6303008,So3142,P,2515912,6673539,2515910,6673535,Karskog,Karskog,Karskogintie,Karskogvägen,1,1,1,99
10898,6304000,So3111,P,2513679,6664747,2513678,6664752,Eteläinen Laversinti,Södra Laversvägen,Rannikkotie,Kustvägen,1,1,1,04
10899,6304001,So3112,P,2513592,6664729,2513593,6664725,Eteläinen Laversinti,Södra Laversvägen,Rannikkotie,Kustvägen,1,1,1,04
10900,6304002,So3113,P,2514516,6664933,2514513,6664952,Kalliotie,Bergvägen,Rannikkotie,Kustvägen,1,1,1,04
10901,6304003,So3114,P,2514550,6664957,2514550,6664957,Kalliotie,Bergvägen,Rannikkotie,Kustvägen,1,1,1,02
10902,6304004,So3115,P,2516376,6663251,2516376,6663251,Sienitie,Svampvägen,Störsvikintie,Störsviksvägen,1,1,1,04
10903,6304005,So3116,P,2516195,6665079,2516195,6665079,Störsvik th,Störsviks,Rannikkotie,Kustvägen,1,1,1,04
10904,6304006,So3117,P,2516295,6665125,2516295,6665124,Störsvik th,Störsviks,Rannikkotie,Kustvägen,1,1,1,01
10905,6304007,So3118,P,2514018,6665656,2514020,6665657,Sunnanvik tiehaara,Sunnanviks vägskäl,Siuntiontie,Sjundeåvägen,1,1,1,04
10906,6304008,So3119,P,2513987,6665772,2513980,6665770,Sunnanvik tiehaara,Sunnanviks vägskäl,Siuntiontie,Sjundeåvägen,1,1,1,04
10907,6304009,So3120,P,2514192,6664993,2514185,6664993,Ruohosuontie,Gräskärrsvägen,Siuntiontie,Sjundeåvägen,1,1,1,04
10908,6304010,So3146,P,2516223,6665140,2516219,6665137,Störsvik th,Störsvik th,Läntinen Kuninkaant.,Västra Kungsvägen,1,1,1,99
10909,6304011,So3161,P,2515206,6666472,2515211,6666475,Rånäs,Rånäs,Läntinen Kuninkaant.,Västra Kungsvägen,1,1,1,99
10910,6304012,So3158,P,2515219,6666475,2515212,6666472,Rånäs,Rånäs,Läntinen Kuninkaant.,Västra Kungsvägen,1,1,1,99
10911,6306000,So3121,P,2518280,6666973,2518280,6666973,Böle,Böle,Itäinen Kuninkaantie,Östra Kungsvägen,1,1,1,02
10912,6306001,So3122,P,2518229,6667005,2518229,6667006,Böle,Böle,Itäinen Kuninkaantie,Östra Kungsvägen,1,1,1,04
10913,6306002,So3123,P,2516904,6666940,2516905,6666940,Kela,Käla,Itäinen Kuninkaantie,Östra Kungsvägen,1,1,1,04
10914,6306003,So3124,P,2516926,6666950,2516911,6666956,Kela,Käla,Itäinen Kuninkaantie,Östra Kungsvägen,1,1,1,04
10915,6306004,So3125,P,2516348,6666064,2516349,6666065,Tallbacka,Tallbacka,Itäinen Kuninkaantie,Östra Kungsvägen,1,1,1,04
10916,6306005,So3126,P,2516375,6666030,2516376,6666031,Tallbacka,Tallbacka,Itäinen Kuninkaantie,Östra Kungsvägen,1,1,1,04
10917,6306006,So3160,P,2518384,6667191,2518384,6667192,Ekebyntie,Ekebyvägen,Ekebyntie,Ekebyvägen,1,1,1,99
10918,6307000,So3127,P,2519332,6665562,2519332,6665562,Kaapelitie,Kabelvägen,Rannikkotie,Kustvägen,0,0,1,04
10919,6307001,So3128,P,2519371,6665563,2519371,6665563,Kaapelitie,Kabelvägen,Rannikkotie,Kustvägen,0,0,1,04
10920,6307002,So3129,P,2519245,6665156,2519245,6665156,Kalliomäki,Bergbacken,Kaapelitie,Kabelvägen,0,0,0,04
10921,6307003,So3130,P,2519245,6665199,2519246,6665199,Kalliomäki,Bergbacken,Kaapelitie,Kabelvägen,0,0,0,02
10922,6307004,So3131,P,2517050,6665296,2517050,6665296,Pikkala,Pickala,Rannikkotie,Kustvägen,1,1,1,04
10923,6307005,So3132,P,2516901,6665309,2516901,6665309,Pikkala,Pickala,Pikkalan kartano,Pickala gård,1,1,1,02
10924,6307006,So3133,P,2516847,6665371,2516848,6665372,Pikkalan kartano,Pickala gård,Pikkalan kartano,Pickala gård,1,1,1,08
10925,6307007,So3134,P,2518496,6665273,2518496,6665273,Solvikintie,Solviksvägen,Rannikkotie,Kustvägen,1,1,1,04
10926,6307008,So3135,P,2518615,6665315,2518615,6665315,Solvikintie,Solviksvägen,Rannikkotie,Kustvägen,1,1,1,02
10927,9010201,Ke0101,P,2560158,6701534,2560181,6701542,Viro,Viro,Kalevankatu, ,0,0,1,04
10928,9010202,Ke0102,P,2559952,6701475,2559937,6701490,Joukahaisenkuja,Joukahaisenkuja,Joukahaisentie, ,0,0,1,04
10929,9010203,Ke0103,P,2560103,6701605,2560093,6701619,Joukahaisentie,Joukahaisentie,Joukahaisentie, ,0,0,1,04
10930,9010204,Ke0104,P,2560813,6702468,2560813,6702457,Virrenkulma,Virrenkulma,Virrenkulma,Virrenkulma,1,1,1,02
10931,9010205,Ke0105,P,2561002,6702137,2561004,6702144,Palosenpolku,Palosenpolku,Suorannankatu,Suorannankatu,1,1,1,04
10932,9010206,Ke0106,P,2561002,6702151,2561000,6702146,Palosenpolku,Palosenpolku,Suorannankatu,Suorannankatu,1,1,1,04
10933,9010207,Ke0107,P,2560362,6701078,2560347,6701068,Ritakatu,Ritakatu,Kalevankatu,Kalevankatu,1,1,1,04
10934,9010208,Ke0108,P,2560304,6701099,2560327,6701104,Ritakatu,Ritakatu,Kalevankatu,Kalevankatu,1,1,1,04
10935,9010209,Ke0109,P,2560503,6700854,2560488,6700845,Vasamakatu,Vasamakatu,Kalevankatu,Kalevankatu,1,1,1,04
10936,9010210,Ke0110,P,2560454,6700858,2560471,6700869,Vasamakatu,Vasamakatu,Kalevankatu,Kalevankatu,1,1,1,04
10937,9010211,Ke0111,P,2560580,6700530,2560558,6700530,Suomelantie,Suomelantie,Kalevankatu,Kalevankatu,1,1,1,04
10938,9010212,Ke0112,P,2560541,6700507,2560565,6700507,Suomelantie,Suomelantie,Kalevankatu,Kalevankatu,1,1,1,04
10939,9010213,Ke0113,P,2560681,6700180,2560664,6700169,Kaukonpolku,Kaukonpolku,Kalevankatu,Kalevankatu,1,1,1,04
10940,9010214,Ke0114,P,2560652,6700149,2560669,6700160,Kaukonpolku,Kaukonpolku,Kalevankatu,Kalevankatu,1,1,1,04
10941,9010215,Ke0115,P,2559854,6700376,2559852,6700353,Kilta,Kilta,Tuusulantie,Tuusulantie,1,1,1,01
10942,9010216,Ke0116,P,2559964,6700392,2559935,6700392,Sepontie,Sepontie,Sepontie,Sepontie,1,1,1,01
10943,9010217,Ke0117,P,2559806,6700727,2559830,6700736,Ilmarisentie,Ilmarisentie,Ilmarisentie,Ilmarisentie,1,1,1,04
10944,9010218,Ke0118,P,2559884,6700642,2559861,6700639,Ilmarisentie,Ilmarisentie,Ilmarisentie,Ilmarisentie,1,1,1,04
10945,9010219,Ke0119,P,2559745,6700887,2559770,6700896,Uunitie,Uunitie,Ilmarisentie,Ilmarisentie,1,1,1,04
10946,9010220,Ke0120,P,2559794,6700891,2559774,6700884,Uunitie,Uunitie,Ilmarisentie,Ilmarisentie,1,1,1,04
10947,9010221,Ke0121,P,2559692,6701108,2559725,6701108,Sammontie,Sammontie,Ilmarisentie,Ilmarisentie,1,1,1,04
10948,9010222,Ke0122,P,2559758,6701108,2559725,6701108,Sammontie,Sammontie,Ilmarisentie,Ilmarisentie,1,1,1,04
10949,9010223,Ke0123,P,2560013,6701372,2560027,6701351,Ylikeravantie,Ylikeravantie,Ylikeravantie,Ylikeravantie,1,1,1,04
10950,9010224,Ke0124,P,2560054,6701346,2560042,6701361,Ylikeravantie,Ylikeravantie,Ylikeravantie,Ylikeravantie,1,1,1,04
10951,9010225,Ke0125,P,2560147,6701470,2560163,6701448,Kalevan koulu,Kalevan koulu,Ylikeravantie,Ylikeravantie,1,1,1,04
10952,9010226,Ke0126,P,2560172,6701436,2560164,6701449,Kalevan koulu,Kalevan koulu,Ylikeravantie,Ylikeravantie,1,1,1,02
10953,9010227,Ke0127,P,2560466,6701653,2560478,6701633,Karhunkatu,Karhunkatu,Ylikeravantie, ,0,0,1,04
10954,9010228,Ke0128,P,2560558,6701664,2560550,6701675,Karhunkatu,Karhunkatu,Ylikeravantie, ,0,0,1,04
10955,9010229,Ke0129,P,2560846,6701784,2560900,6701805,Pihkaniitty,Pihkaniitty,Ylikeravantie,Ylikeravantie,1,1,1,04
10956,9010230,Ke0130,P,2560704,6701724,2560727,6701737,Pihkaniitty,Pihkaniitty,Kurkelankatu,Kurkelankatu,1,1,1,04
10957,9010231,Ke0131,P,2560854,6701541,2560842,6701535,Majavankierros,Majavankierros,Kurkelankatu,Kurkelankatu,1,1,1,04
10958,9010232,Ke0132,P,2560839,6701488,2560861,6701501,Majavankierros,Majavankierros,Kurkelankatu,Kurkelankatu,1,1,1,04
10959,9010233,Ke0133,P,2560959,6701219,2560937,6701219,Kuovinkatu,Kuovinkatu,Kurkelankatu,Kurkelankatu,1,1,1,04
10960,9010234,Ke0134,P,2560903,6701119,2560932,6701119,Kuovinkatu,Kuovinkatu,Kurkelankatu,Kurkelankatu,1,1,1,04
